code,name,股息率_2024,select,get,rate,profit_min
600060,海信视像,3.68,39,37,94.87,0.72
600750,江中药业,5.19,39,37,94.87,0.56
601686,友发集团,5.23,39,37,94.87,0.53
603321,梅轮电梯,2.53,39,37,94.87,0.51
603360,百傲化学,2.13,39,37,94.87,0.92
603699,纽威股份,5.08,39,37,94.87,0.5
603948,建业股份,5.25,39,37,94.87,0.88
603992,松霖科技,2.39,39,37,94.87,0.67
000921,海信家电,4.19,38,36,94.74,0.79
002376,新北洋,2.95,38,36,94.74,0.85
600012,皖通高速,3.41,38,36,94.74,0.6
601002,晋亿实业,2.05,38,36,94.74,0.68
603551,奥普科技,8.21,38,36,94.74,0.72
605500,森林包装,2.06,38,36,94.74,0.56
002968,新大正,2.91,37,35,94.59,0.61
603277,银都股份,4.28,37,35,94.59,0.71
301151,冠龙节能,2.58,36,34,94.44,0.83
301359,东南电子,2.64,36,34,94.44,0.65
600066,宇通客车,5.98,36,34,94.44,1.12
601598,中国外运,5.97,36,34,94.44,0.53
601801,皖新传媒,2.99,36,34,94.44,0.71
603080,新疆火炬,3.31,36,34,94.44,0.67
603163,圣晖集成,2.67,36,34,94.44,0.74
603299,苏盐井神,4.56,36,34,94.44,0.52
603303,得邦照明,6.0,36,34,94.44,0.52
605118,力鼎光电,2.11,36,34,94.44,0.62
605378,野马电池,2.2,36,34,94.44,0.6
001332,锡装股份,2.98,35,33,94.29,0.59
002734,利民股份,2.51,35,33,94.29,1.28
301023,江南奕帆,3.17,35,33,94.29,0.52
601899,紫金矿业,2.04,35,33,94.29,0.57
002328,新朋股份,2.56,34,32,94.12,0.66
002632,道明光学,3.14,34,32,94.12,0.55
301081,严牌股份,3.18,34,32,94.12,0.6
601168,西部矿业,6.22,34,32,94.12,0.91
601216,君正集团,2.8,34,32,94.12,0.54
603908,牧高笛,2.68,34,32,94.12,0.73
605377,华旺科技,8.0,34,32,94.12,0.51
605056,咸亨国际,2.49,50,47,94.0,0.52
603025,大豪科技,2.73,49,46,93.88,0.55
000672,上峰水泥,7.29,48,45,93.75,0.55
600826,兰生股份,3.63,48,45,93.75,0.73
601566,九牧王,3.37,47,44,93.62,0.52
603309,维力医疗,4.07,47,44,93.62,0.61
003000,劲仔食品,2.78,46,43,93.48,0.6
603529,爱玛科技,2.4,46,43,93.48,0.9
600710,苏美达,3.93,45,42,93.33,0.66
301319,唯特偶,3.19,44,41,93.18,0.61
600016,民生银行,4.62,44,41,93.18,0.5
600033,福建高速,2.81,44,41,93.18,0.51
601126,四方股份,4.49,44,41,93.18,0.88
601601,中国太保,3.22,44,41,93.18,0.85
601717,郑煤机,6.85,44,41,93.18,0.51
002932,明德生物,6.48,43,40,93.02,0.6
301397,溯联股份,2.33,43,40,93.02,0.68
600578,京能电力,2.75,43,40,93.02,0.58
605369,拱东医疗,2.67,43,40,93.02,0.58
002582,好想你,12.03,42,39,92.86,0.5
600176,中国巨石,2.06,42,39,92.86,0.75
600183,生益科技,2.3,42,39,92.86,0.92
600483,福能股份,3.25,42,39,92.86,0.53
603920,世运电路,2.31,42,39,92.86,1.05
000039,中集集团,2.22,41,38,92.68,0.53
600469,风神股份,2.91,41,38,92.68,0.5
605365,立达信,2.8,41,38,92.68,0.76
000404,长虹华意,4.24,40,37,92.5,0.68
000807,云铝股份,2.72,40,37,92.5,0.74
002444,巨星科技,2.17,40,37,92.5,0.59
002533,金杯电工,4.67,40,37,92.5,0.59
301203,国泰环保,5.02,40,37,92.5,0.51
301299,卓创资讯,3.25,40,37,92.5,0.69
600219,南山铝业,4.52,40,37,92.5,0.73
601665,齐鲁银行,4.06,40,37,92.5,0.61
603508,思维列控,5.52,40,37,92.5,0.51
603919,金徽酒,2.73,40,37,92.5,0.5
000157,中联重科,4.18,39,36,92.31,0.62
000683,远兴能源,5.93,39,36,92.31,0.53
000786,北新建材,3.04,39,36,92.31,0.75
002128,电投能源,4.56,39,36,92.31,0.6
002302,西部建设,2.17,39,36,92.31,0.53
600361,创新新材,2.1,39,36,92.31,0.54
603170,宝立食品,2.96,39,36,92.31,1.08
605258,协和电子,2.48,39,36,92.31,0.77
000338,潍柴动力,4.73,38,35,92.11,0.62
000423,东阿阿胶,4.31,38,35,92.11,0.53
000598,兴蓉环境,2.6,38,35,92.11,0.56
002014,永新股份,5.22,38,35,92.11,0.58
002763,汇洁股份,2.19,38,35,92.11,0.59
301060,兰卫医学,2.14,38,35,92.11,0.59
301327,华宝新能,2.09,38,35,92.11,0.6
600428,中远海特,4.49,38,35,92.11,0.76
600531,豫光金铅,3.19,38,35,92.11,0.6
601567,三星医疗,3.73,38,35,92.11,0.53
000543,皖能电力,4.32,37,34,91.89,0.52
000937,冀中能源,11.87,37,34,91.89,0.62
001225,和泰机电,3.79,37,34,91.89,0.56
001965,招商公路,3.35,37,34,91.89,0.51
002557,洽洽食品,5.65,37,34,91.89,0.56
002563,森马服饰,6.33,37,34,91.89,0.51
301042,安联锐视,3.09,37,34,91.89,0.51
301206,三元生物,4.84,37,34,91.89,0.61
600497,驰宏锌锗,2.51,37,34,91.89,0.5
600613,神奇制药,2.36,37,34,91.89,0.5
601077,渝农商行,4.03,37,34,91.89,0.58
601288,农业银行,4.37,37,34,91.89,0.63
603095,越剑智能,4.86,37,34,91.89,0.62
603301,振德医疗,3.16,37,34,91.89,0.67
603899,晨光股份,3.61,37,34,91.89,0.52
603062,麦加芯彩,3.58,48,44,91.67,0.63
001218,丽臣实业,2.92,36,33,91.67,0.51
002998,优彩资源,7.95,36,33,91.67,0.69
600167,联美控股,5.34,36,33,91.67,0.64
601339,百隆东方,5.17,36,33,91.67,0.55
603281,江瀚新材,4.31,36,33,91.67,0.5
603726,朗迪集团,2.61,36,33,91.67,0.8
600582,天地科技,5.09,47,43,91.49,0.52
000848,承德露露,2.85,35,32,91.43,0.59
000933,神火股份,4.74,35,32,91.43,0.56
001378,德冠新材,2.97,35,32,91.43,0.59
001872,招商港口,3.6,35,32,91.43,0.57
002064,华峰化学,2.13,35,32,91.43,0.59
002303,美盈森,15.99,35,32,91.43,0.91
002993,奥海科技,4.0,35,32,91.43,0.52
600233,圆通速递,2.82,35,32,91.43,0.54
600258,首旅酒店,2.46,35,32,91.43,0.67
600350,山东高速,3.79,35,32,91.43,0.72
600559,老白干酒,3.22,35,32,91.43,0.58
603637,镇海股份,2.04,35,32,91.43,0.59
002749,国光股份,6.02,34,31,91.18,0.52
600854,春兰股份,2.47,34,31,91.18,0.89
600982,宁波能源,3.14,34,31,91.18,0.5
601600,中国铝业,3.28,34,31,91.18,0.91
002003,伟星股份,4.39,45,41,91.11,0.61
002020,京新药业,2.6,45,41,91.11,0.62
600527,江南高纤,2.34,45,41,91.11,0.57
603607,京华激光,2.64,45,41,91.11,0.64
000915,华特达因,8.34,44,40,90.91,0.56
601333,广深铁路,2.36,44,40,90.91,0.65
601615,明阳智能,3.02,44,40,90.91,0.55
603588,高能环境,7.05,44,40,90.91,0.6
000963,华东医药,2.14,43,39,90.7,0.53
002179,中航光电,2.01,43,39,90.7,0.57
002441,众业达,3.48,43,39,90.7,0.76
002662,京威股份,2.06,43,39,90.7,0.7
002938,鹏鼎控股,3.59,43,39,90.7,0.86
301187,欧圣电气,3.07,43,39,90.7,0.64
600863,内蒙华电,5.46,43,39,90.7,0.67
601128,常熟银行,3.21,43,39,90.7,0.51
601156,东航物流,5.23,43,39,90.7,0.51
601997,贵阳银行,4.83,43,39,90.7,0.55
002458,益生股份,2.44,53,48,90.57,0.6
002930,宏川智慧,3.04,53,48,90.57,0.57
000726,鲁泰A,3.97,42,38,90.48,0.64
001216,华瓷股份,2.95,42,38,90.48,0.55
002062,宏润建设,2.12,42,38,90.48,0.59
002274,华昌化工,4.14,42,38,90.48,0.64
002346,柘中股份,3.72,42,38,90.48,0.72
002677,浙江美大,4.12,42,38,90.48,0.53
002714,牧原股份,3.56,42,38,90.48,0.62
600027,华电国际,3.57,42,38,90.48,0.58
600269,赣粤高速,3.23,42,38,90.48,0.63
601137,博威合金,2.82,42,38,90.48,0.77
601666,平煤股份,7.12,42,38,90.48,0.56
603087,甘李药业,2.97,42,38,90.48,1.03
603317,天味食品,4.75,42,38,90.48,0.5
002027,分众传媒,4.41,41,37,90.24,0.66
002270,华明装备,3.51,41,37,90.24,0.54
301148,嘉戎技术,2.02,41,37,90.24,1.33
600232,金鹰股份,3.62,41,37,90.24,0.51
600346,恒力石化,2.89,41,37,90.24,0.67
600817,宇通重工,3.31,41,37,90.24,0.6
601619,嘉泽新能,3.07,41,37,90.24,0.58
601766,中国中车,2.88,41,37,90.24,0.66
603088,宁波精达,3.11,41,37,90.24,0.52
603558,健盛集团,5.68,41,37,90.24,0.75
603766,隆鑫通用,3.05,41,37,90.24,0.57
605599,菜百股份,4.84,41,37,90.24,0.5
601058,赛轮轮胎,2.98,51,46,90.2,0.52
