code,name,股息率_2024,select,get,rate,profit_min
002078,太阳纸业,2.1,40,38,95.0,0.5
002714,牧原股份,3.56,40,38,95.0,0.62
301004,嘉益股份,4.11,40,38,95.0,0.69
601899,紫金矿业,2.04,40,38,95.0,0.57
603321,梅轮电梯,2.53,40,38,95.0,0.51
603600,永艺股份,4.35,40,38,95.0,0.5
603766,隆鑫通用,3.05,40,38,95.0,0.57
002961,瑞达期货,2.12,39,37,94.87,0.51
600012,皖通高速,3.41,39,37,94.87,0.6
600258,首旅酒店,2.46,39,37,94.87,0.69
600750,江中药业,5.19,39,37,94.87,0.56
601002,晋亿实业,2.05,39,37,94.87,0.68
603277,银都股份,4.28,39,37,94.87,0.5
603948,建业股份,5.25,39,37,94.87,0.88
605118,力鼎光电,2.11,39,37,94.87,0.62
605378,野马电池,2.2,39,37,94.87,0.6
000651,格力电器,6.44,38,36,94.74,0.89
002968,新大正,2.91,38,36,94.74,0.61
301023,江南奕帆,3.17,38,36,94.74,0.52
600183,生益科技,2.3,38,36,94.74,0.92
605377,华旺科技,8.0,38,36,94.74,0.51
000425,徐工机械,2.17,37,35,94.59,0.5
002753,永东股份,2.25,37,35,94.59,0.51
002998,优彩资源,7.95,37,35,94.59,0.56
301151,冠龙节能,2.58,37,35,94.59,0.83
301206,三元生物,4.84,37,35,94.59,0.61
600066,宇通客车,5.98,37,35,94.59,1.07
601168,西部矿业,6.22,37,35,94.59,0.91
601801,皖新传媒,2.99,37,35,94.59,0.72
603163,圣晖集成,2.67,37,35,94.59,0.74
603299,苏盐井神,4.56,37,35,94.59,0.52
000429,粤高速A,3.61,36,34,94.44,1.06
002376,新北洋,2.95,36,34,94.44,0.85
301077,星华新材,5.39,36,34,94.44,0.64
605028,世茂能源,4.73,36,34,94.44,0.6
000333,美的集团,4.44,35,33,94.29,0.85
000899,赣能股份,3.58,35,33,94.29,0.57
001332,锡装股份,2.98,35,33,94.29,0.69
002328,新朋股份,2.56,35,33,94.29,0.66
002632,道明光学,3.14,35,33,94.29,0.55
003020,立方制药,2.08,35,33,94.29,1.17
301081,严牌股份,3.18,35,33,94.29,0.6
301262,海看股份,2.21,35,33,94.29,0.53
603307,扬州金泉,2.76,35,33,94.29,0.51
001296,长江材料,2.31,34,32,94.12,0.53
001368,通达创智,3.69,34,32,94.12,0.75
002972,科安达,2.66,34,32,94.12,0.69
301359,东南电子,2.64,34,32,94.12,0.65
600489,中金黄金,2.79,34,32,94.12,1.07
601163,三角轮胎,3.85,34,32,94.12,0.5
603112,华翔股份,2.49,34,32,94.12,1.06
603115,海星股份,4.17,34,32,94.12,0.61
603637,镇海股份,2.04,34,32,94.12,0.59
603062,麦加芯彩,3.58,50,47,94.0,0.63
000910,大亚圣象,2.65,47,44,93.62,0.61
601001,晋控煤业,6.12,47,44,93.62,0.65
002831,裕同科技,3.91,46,43,93.48,0.76
603025,大豪科技,2.73,46,43,93.48,0.55
000538,云南白药,4.24,45,42,93.33,0.6
002003,伟星股份,4.39,45,42,93.33,0.61
600352,浙江龙盛,4.54,45,42,93.33,0.57
600826,兰生股份,3.63,45,42,93.33,0.73
601126,四方股份,4.49,45,42,93.33,0.88
600016,民生银行,4.62,44,41,93.18,0.5
601717,郑煤机,6.85,44,41,93.18,0.51
603213,镇洋发展,2.65,44,41,93.18,0.61
603317,天味食品,4.75,44,41,93.18,0.5
603360,百傲化学,2.13,44,41,93.18,0.81
603508,思维列控,5.52,44,41,93.18,0.51
000423,东阿阿胶,4.31,43,40,93.02,0.53
000786,北新建材,3.04,43,40,93.02,0.75
002441,众业达,3.48,43,40,93.02,0.76
002938,鹏鼎控股,3.59,43,40,93.02,0.67
301319,唯特偶,3.19,43,40,93.02,0.61
601601,中国太保,3.22,43,40,93.02,0.85
605077,华康股份,3.08,43,40,93.02,0.52
000157,中联重科,4.18,42,39,92.86,0.54
000543,皖能电力,4.32,42,39,92.86,0.52
000937,冀中能源,11.87,42,39,92.86,0.5
002056,横店东磁,3.34,42,39,92.86,0.66
002128,电投能源,4.56,42,39,92.86,0.6
600033,福建高速,2.81,42,39,92.86,0.51
600176,中国巨石,2.06,42,39,92.86,0.51
600497,驰宏锌锗,2.51,42,39,92.86,0.5
600710,苏美达,3.93,42,39,92.86,0.66
605117,德业股份,4.34,42,39,92.86,0.54
605500,森林包装,2.06,42,39,92.86,0.65
000039,中集集团,2.22,41,38,92.68,0.53
000521,长虹美菱,4.34,41,38,92.68,0.56
002563,森马服饰,6.33,41,38,92.68,0.51
002841,视源股份,2.04,41,38,92.68,0.98
600362,江西铜业,3.23,41,38,92.68,0.64
601928,凤凰传媒,4.33,41,38,92.68,0.85
603057,紫燕食品,3.95,41,38,92.68,0.79
603551,奥普科技,8.21,41,38,92.68,0.72
603920,世运电路,2.31,41,38,92.68,1.05
000915,华特达因,8.34,40,37,92.5,0.56
002749,国光股份,6.02,40,37,92.5,0.52
301327,华宝新能,2.09,40,37,92.5,0.6
600361,创新新材,2.1,40,37,92.5,0.54
600795,国电电力,4.33,40,37,92.5,0.64
601339,百隆东方,5.17,40,37,92.5,0.55
603323,苏农银行,3.15,40,37,92.5,0.58
603607,京华激光,2.64,40,37,92.5,0.64
605258,协和电子,2.48,40,37,92.5,0.77
001965,招商公路,3.35,39,36,92.31,0.51
002677,浙江美大,4.12,39,36,92.31,0.53
301299,卓创资讯,3.25,39,36,92.31,0.69
600469,风神股份,2.91,39,36,92.31,0.5
600888,新疆众和,3.98,39,36,92.31,0.57
601107,四川成渝,4.73,39,36,92.31,0.57
601918,新集能源,2.36,39,36,92.31,0.84
603080,新疆火炬,3.31,39,36,92.31,0.67
603365,水星家纺,5.29,39,36,92.31,0.61
605365,立达信,2.8,39,36,92.31,0.76
000338,潍柴动力,4.73,38,35,92.11,0.62
000999,华润三九,3.14,38,35,92.11,0.5
002064,华峰化学,2.13,38,35,92.11,0.59
600854,春兰股份,2.47,38,35,92.11,0.89
000921,海信家电,4.19,37,34,91.89,0.79
001378,德冠新材,2.97,37,34,91.89,0.59
001872,招商港口,3.6,37,34,91.89,0.57
002206,海利得,3.64,37,34,91.89,0.79
301362,民爆光电,4.93,37,34,91.89,0.57
600233,圆通速递,2.82,37,34,91.89,0.54
600531,豫光金铅,3.19,37,34,91.89,0.6
600989,宝丰能源,2.5,37,34,91.89,0.64
601288,农业银行,4.37,37,34,91.89,0.63
601607,上海医药,2.02,37,34,91.89,0.53
603055,台华新材,2.56,37,34,91.89,0.64
603095,越剑智能,4.86,37,34,91.89,0.62
603726,朗迪集团,2.61,37,34,91.89,0.8
603871,嘉友国际,4.94,37,34,91.89,0.56
603886,元祖股份,7.75,37,34,91.89,0.55
603908,牧高笛,2.68,37,34,91.89,0.73
003000,劲仔食品,2.78,49,45,91.84,0.6
002101,广东鸿图,2.49,48,44,91.67,0.52
000403,派林生物,2.3,36,33,91.67,0.54
001225,和泰机电,3.79,36,33,91.67,0.56
002734,利民股份,2.51,36,33,91.67,0.67
002993,奥海科技,4.0,36,33,91.67,0.65
601600,中国铝业,3.28,36,33,91.67,0.91
603281,江瀚新材,4.31,36,33,91.67,0.5
002930,宏川智慧,3.04,47,43,91.49,0.57
603217,元利科技,2.04,47,43,91.49,0.6
603529,爱玛科技,2.4,47,43,91.49,0.9
605056,咸亨国际,2.49,47,43,91.49,0.52
002322,理工能科,6.28,35,32,91.43,0.87
002788,鹭燕医药,4.23,35,32,91.43,0.6
003028,振邦智能,2.24,35,32,91.43,0.67
301203,国泰环保,5.02,35,32,91.43,0.51
603020,爱普股份,2.03,35,32,91.43,0.88
000030,富奥股份,2.43,46,42,91.3,0.55
000630,铜陵有色,3.17,46,42,91.3,0.58
002444,巨星科技,2.17,46,42,91.3,0.59
000707,双环科技,2.87,34,31,91.18,0.53
002521,齐峰新材,3.25,34,31,91.18,0.77
003018,金富科技,2.73,34,31,91.18,0.53
600350,山东高速,3.79,34,31,91.18,0.72
600941,中国移动,4.09,34,31,91.18,0.53
601188,龙江交通,2.06,34,31,91.18,0.57
601998,中信银行,4.55,34,31,91.18,0.57
605580,恒盛能源,3.12,34,31,91.18,0.57
002533,金杯电工,4.67,45,41,91.11,0.59
600269,赣粤高速,3.23,45,41,91.11,0.6
600578,京能电力,2.75,45,41,91.11,0.58
605369,拱东医疗,2.67,45,41,91.11,0.58
002179,中航光电,2.01,44,40,90.91,0.57
600582,天地科技,5.09,44,40,90.91,0.52
601568,北元集团,2.39,44,40,90.91,0.5
601997,贵阳银行,4.83,44,40,90.91,0.55
603588,高能环境,7.05,44,40,90.91,0.6
000807,云铝股份,2.72,43,39,90.7,0.74
002048,宁波华翔,2.94,43,39,90.7,0.52
002062,宏润建设,2.12,43,39,90.7,0.59
002270,华明装备,3.51,43,39,90.7,0.54
002287,奇正藏药,2.45,43,39,90.7,0.56
002662,京威股份,2.06,43,39,90.7,0.55
601615,明阳智能,3.02,43,39,90.7,0.55
601666,平煤股份,7.12,43,39,90.7,0.56
603899,晨光股份,3.61,43,39,90.7,0.52
603919,金徽酒,2.73,43,39,90.7,0.5
000582,北部湾港,2.23,42,38,90.48,0.61
002346,柘中股份,3.72,42,38,90.48,0.65
002558,巨人网络,2.01,42,38,90.48,1.17
002582,好想你,12.03,42,38,90.48,0.5
002658,雪迪龙,3.7,42,38,90.48,0.89
002763,汇洁股份,2.19,42,38,90.48,0.59
002811,郑中设计,2.9,42,38,90.48,0.56
301039,中集车辆,6.69,42,38,90.48,0.55
600483,福能股份,3.25,42,38,90.48,0.53
600863,内蒙华电,5.46,42,38,90.48,0.67
600928,西安银行,2.67,42,38,90.48,0.54
601567,三星医疗,3.73,42,38,90.48,0.53
601665,齐鲁银行,4.06,42,38,90.48,0.61
603087,甘李药业,2.97,42,38,90.48,0.73
603589,口子窖,3.6,42,38,90.48,0.61
000598,兴蓉环境,2.6,41,37,90.24,0.59
000726,鲁泰A,3.97,41,37,90.24,0.64
001216,华瓷股份,2.95,41,37,90.24,0.55
001234,泰慕士,2.52,41,37,90.24,0.71
002027,分众传媒,4.41,41,37,90.24,0.66
002032,苏泊尔,4.75,41,37,90.24,0.6
002100,天康生物,3.51,41,37,90.24,0.57
301113,雅艺科技,3.52,41,37,90.24,0.61
301119,正强股份,2.13,41,37,90.24,0.55
301148,嘉戎技术,2.02,41,37,90.24,0.88
301187,欧圣电气,3.07,41,37,90.24,0.64
301303,真兰仪表,2.58,41,37,90.24,0.72
600283,钱江水利,2.38,41,37,90.24,0.52
600329,达仁堂,3.94,41,37,90.24,0.56
600873,梅花生物,5.64,41,37,90.24,0.5
600985,淮北矿业,6.06,41,37,90.24,0.52
601137,博威合金,2.82,41,37,90.24,0.77
601156,东航物流,5.23,41,37,90.24,0.59
601216,君正集团,2.8,41,37,90.24,0.54
601318,中国平安,4.79,41,37,90.24,0.51
601598,中国外运,5.97,41,37,90.24,0.53
601619,嘉泽新能,3.07,41,37,90.24,0.58
603170,宝立食品,2.96,41,37,90.24,1.08
603939,益丰药房,2.39,41,37,90.24,0.7
605066,天正电气,4.94,41,37,90.24,0.57
603801,志邦家居,5.71,51,46,90.2,0.68
